1.0,0.5,0.5,0.402173913043,1.0,1.0,0.75,0.5,0.5,0.493333333333,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.333333333333,0.5,0.16847826087,1.0,0.4,0.75,0.5,0.75,0.333333333333,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.291666666667,0.75,0.141304347826,0.6,0.4,0.75,0.5,0.25,0.546666666667,0.333333333333,0.25,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.5,0.75,0.521739130435,0.2,0.4,0.25,0.25,0.75,0.373333333333,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.25,0.541666666667,1.0,0.771739130435,1.0,0.8,0.75,1.0,0.5,0.4,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.138888888889,0.5,0.0380434782609,0.6,1.0,0.75,1.0,1.0,0.613333333333,1.0,0.25,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
0.5,0.0833333333333,0.5,0.0597826086957,0.2,1.0,0.75,1.0,0.75,0.373333333333,1.0,0.25,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.125,0.5,0.0760869565217,0.2,0.6,0.5,0.5,0.25,0.346666666667,1.0,0.25,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
0.5,0.0833333333333,0.5,0.0326086956522,0.2,0.4,1.0,0.75,0.25,0.346666666667,1.0,0.25,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.5,0.666666666667,0.5,0.326086956522,0.2,0.6,0.5,0.5,0.25,0.293333333333,1.0,0.25,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.25,0.75,0.119565217391,0.2,0.6,1.0,0.5,0.75,0.373333333333,1.0,0.25,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.166666666667,1.0,0.0760869565217,0.6,0.8,0.5,1.0,0.75,0.493333333333,1.0,0.25,0.5,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
0.25,0.208333333333,0.5,0.0923913043478,0.2,0.4,0.75,0.75,0.25,0.48,1.0,0.25,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
0.5,0.291666666667,1.0,0.201086956522,0.2,0.8,0.75,0.75,0.5,0.36,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
0.25,0.166666666667,1.0,0.119565217391,0.2,1.0,0.75,0.75,0.5,0.8,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.5,0.25,0.5,0.173913043478,0.6,0.4,1.0,0.75,0.25,0.333333333333,1.0,0.25,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,0.138888888889,1.0,0.114130434783,0.2,0.4,0.5,0.75,0.25,0.306666666667,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
0.5,0.25,0.75,0.157608695652,1.0,1.0,0.75,1.0,0.75,0.573333333333,1.0,0.25,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
0.5,0.125,1.0,0.0815217391304,0.2,1.0,0.5,0.75,0.75,0.453333333333,1.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.166666666667,1.0,0.0760869565217,0.2,0.6,0.5,0.5,0.25,0.386666666667,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.25,0.25,0.5,0.195652173913,0.2,0.4,0.5,1.0,0.75,0.293333333333,1.0,0.25,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,0.333333333333,0.5,0.141304347826,0.8,0.6,0.5,1.0,0.75,0.373333333333,1.0,0.25,0.5,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,0.208333333333,1.0,0.0760869565217,0.2,0.6,0.75,0.5,0.5,0.413333333333,1.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
0.5,0.125,0.5,0.114130434783,0.2,0.6,0.75,0.5,0.25,0.493333333333,1.0,0.25,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.5,0.208333333333,0.5,0.0815217391304,0.4,0.6,0.75,0.5,0.25,0.293333333333,1.0,0.25,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
0.25,0.0833333333333,0.5,0.0760869565217,0.6,0.2,0.5,0.5,0.5,0.306666666667,1.0,0.25,0.5,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
0.25,0.0833333333333,0.5,0.0760869565217,0.2,0.6,0.75,0.5,0.25,0.48,0.333333333333,0.25,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.25,0.375,1.0,0.130434782609,0.2,1.0,0.75,1.0,0.75,0.573333333333,0.666666666667,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.5,0.541666666667,1.0,0.266304347826,0.2,0.8,0.75,0.5,0.25,0.333333333333,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1.0,0.833333333333,0.5,0.565217391304,0.2,1.0,0.75,1.0,0.5,0.56,1.0,0.25,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.666666666667,1.0,0.548913043478,0.6,0.6,0.75,0.5,1.0,0.586666666667,0.333333333333,0.25,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.25,0.416666666667,0.0,0.25,0.2,0.6,0.25,0.5,0.25,0.426666666667,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
0.75,0.166666666667,0.75,0.119565217391,0.2,0.6,0.5,0.5,0.75,0.48,0.666666666667,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.166666666667,0.5,0.108695652174,0.2,0.8,0.75,0.5,0.75,0.413333333333,1.0,0.5,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
0.25,0.0833333333333,0.5,0.0217391304348,0.2,0.4,0.5,1.0,0.5,0.306666666667,1.0,0.25,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.75,0.25,0.5,0.163043478261,0.2,0.4,0.5,0.25,0.5,0.6,0.666666666667,0.25,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.25,0.416666666667,0.5,0.211956521739,0.2,0.6,0.25,1.0,0.5,0.533333333333,1.0,0.25,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.75,0.5,0.5,0.211956521739,0.2,0.6,0.75,0.5,0.25,0.306666666667,1.0,0.25,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
