X,F(X)
9.7917102457e-05,-0.999412612431
0.000216227335335,-0.998703196958
0.000659469782552,-0.996048397815
0.000841653801764,-0.994958572993
0.000852676956634,-0.994892657997
0.00094541394086,-0.994338235285
0.00100175142399,-0.994001525485
0.00120241277492,-0.992802859001
0.00134117534578,-0.991974513641
0.00136345728194,-0.99184154422
0.00144191209103,-0.991373452796
0.00174470649484,-0.989568246553
0.00189197515845,-0.98869104971
0.00193418499653,-0.988439724993
0.00196457971732,-0.988258775918
0.00222343887341,-0.986718602989
0.00236011309181,-0.985906057886
0.00249586359463,-0.985099446073
0.00251214628045,-0.985002726034
0.00251882624147,-0.984963048534
0.00254998630102,-0.984777978707
0.0025913622878,-0.984532268964
0.00265728129406,-0.984140895855
0.00266966445284,-0.984067386367
0.00271989615462,-0.983769236123
0.00297013442904,-0.982284844195
0.00323394099742,-0.980721583934
0.00351640702327,-0.979049591434
0.00388444704604,-0.976873915973
0.00421341755023,-0.974931930945
0.00434526676152,-0.974154319194
0.00484909718261,-0.971186669663
0.0048818357179,-0.970994042769
0.00490728592578,-0.970844316511
0.00527859481023,-0.968661617253
0.00574200251256,-0.965942117501
0.00577003215216,-0.965777789514
0.00604696322258,-0.96415524094
0.00622123868489,-0.963135087335
0.00631038492493,-0.962613531661
0.00646133045078,-0.961730844768
0.00679279085182,-0.959794451516
0.00701216507013,-0.958514296756
0.00781023843123,-0.953866755919
0.00795182109873,-0.953043828471
0.00803300623698,-0.952572165942
0.00811022002436,-0.952123720239
0.0083378732029,-0.950802365137
0.008812644255,-0.948050611545
0.00890270814735,-0.947529204762
0.00931163081594,-0.945164233697
0.00937601291901,-0.944792243971
0.00947814502615,-0.94420234087
0.00963216370322,-0.943313211444
0.00964519977807,-0.943237981543
0.00966363450255,-0.943131603394
0.00993182868728,-0.941584885028
0.0100689987721,-0.940794457461
0.0104598555966,-0.938544614186
0.0105141690744,-0.938232260027
0.0107322800105,-0.936978612638
0.0108482019847,-0.936312776693
0.0111997269491,-0.934295606308
0.011250023547,-0.934007224379
0.0112753107179,-0.933862259595
0.0114107162169,-0.933086270226
0.0114740251409,-0.932723603448
0.0115284956196,-0.932411643148
0.0117328957213,-0.931241634494
0.0120567973628,-0.929389590953
0.012090457574,-0.929197265544
0.012113191416,-0.929067385489
0.0129154406924,-0.924491823891
0.0129976840328,-0.924023606678
0.0136731884811,-0.920183891826
0.0138777229783,-0.919023374653
0.0139300122319,-0.918726845077
0.0141882887692,-0.917263108167
0.0141928044823,-0.917237529995
0.0142231496692,-0.917065659307
0.014230242657,-0.91702548876
0.0142913352318,-0.916679544605
0.0143307489269,-0.916456405927
0.0145530181391,-0.9151987177
0.0147639818659,-0.914006065281
0.0150924366074,-0.912151257829
0.0155739023386,-0.909436924021
0.0157145366384,-0.908645094892
0.0158810195656,-0.907708321589
0.0159376229602,-0.907389969899
0.0160547346102,-0.906731540939
0.0160709156258,-0.906640592554
0.0163110112716,-0.905291805197
0.0163158022731,-0.905264904369
0.0166579812554,-0.903344993377
0.0171372991588,-0.900660185298
0.0173991975187,-0.899195461418
0.0177099075505,-0.897459808202
0.0178640519451,-0.89659957372
0.018224842203,-0.894588258959
0.018384146851,-0.89370113383
0.0184676429003,-0.893236400926
0.0185757358533,-0.892635002785
0.0187863552993,-0.891463952231
0.0191189028387,-0.889617063682
0.0192599509682,-0.888834487557
0.0201386986473,-0.883969273552
0.0203949650173,-0.882553798037
0.0206675141977,-0.881050044139
0.0210177121262,-0.879120382296
0.0216589994171,-0.87559406655
0.021683416203,-0.875459990013
0.0218356022627,-0.874624620148
0.0219257154041,-0.874130227506
0.0221801106783,-0.872735530306
0.0223124399415,-0.872010634976
0.022541201691,-0.870758432621
0.0228584164152,-0.869024038423
0.0228882805524,-0.868860872837
0.0229713534796,-0.868407103334
0.0229949977855,-0.868277979859
0.0230234965347,-0.868122362887
0.0234463796537,-0.865815400768
0.0235925361223,-0.865019022085
0.0237523742954,-0.864148653623
0.0240369759201,-0.862600355073
0.0241725639845,-0.86186337557
0.0243831838618,-0.860719398534
0.0244781417027,-0.860203968448
0.0245821061348,-0.859639886706
0.0246573082946,-0.859232014695
0.0247940844393,-0.858490516205
0.0248418677626,-0.858231571163
0.0248947632728,-0.857944983139
0.0251026627429,-0.85681920139
0.0252116081359,-0.856229652338
0.0253802233268,-0.855317738341
0.0256796043509,-0.853700205156
0.0259734334725,-0.852114652696
0.0266887967256,-0.84826264039
0.0267113995239,-0.848141120805
0.0282455864341,-0.839919961629
0.0282533051693,-0.839878734582
0.0284452723957,-0.838853839698
0.0285048590341,-0.83853588192
0.0286738373259,-0.837634640912
0.0288430239352,-0.836732936031
0.0291502524624,-0.835097171413
0.0293751664166,-0.833901023581
0.0295405180806,-0.833022371595
0.0296206283054,-0.832596900863
0.0296967601828,-0.832192693684
0.0297493217097,-0.83191370498
0.0297773015706,-0.831765217509
0.0299370692882,-0.830917678135
0.0300202251856,-0.83047677877
